,precision,recall,f1-score,support
CNV,0.8646362098138748,0.9393382352941176,0.9004405286343612,544.0
DRUSEN,0.8465608465608465,0.6986899563318777,0.7655502392344498,687.0
NORMAL,0.8952380952380953,0.9458204334365325,0.9198343996989086,1292.0
accuracy,0.8771304003170829,0.8771304003170829,0.8771304003170829,0.8771304003170829
macro avg,0.8688117172042721,0.8612828750208426,0.8619417225225732,2523.0
weighted avg,0.8753852630890481,0.8771304003170829,0.8736419763543992,2523.0
