,precision,recall,f1-score,support
CNV,0.8245033112582781,0.996,0.9021739130434783,250.0
DME,0.9956521739130435,0.916,0.9541666666666667,250.0
DRUSEN,0.9495412844036697,0.828,0.8846153846153846,250.0
NORMAL,0.968,0.968,0.968,250.0
accuracy,0.927,0.927,0.927,0.927
macro avg,0.9344241923937477,0.9269999999999999,0.9272389910813824,1000.0
weighted avg,0.9344241923937479,0.927,0.9272389910813824,1000.0
