,precision,recall,f1-score,support
CNV,0.7774294670846394,0.992,0.8717047451669596,250.0
DME,0.9919678714859438,0.988,0.9899799599198397,250.0
DRUSEN,1.0,0.708,0.8290398126463701,250.0
NORMAL,0.9764705882352941,0.996,0.9861386138613861,250.0
accuracy,0.921,0.921,0.921,0.921
macro avg,0.9364669817014694,0.9209999999999999,0.9192157828986389,1000.0
weighted avg,0.9364669817014694,0.921,0.9192157828986388,1000.0
