,precision,recall,f1-score,support
AMD,0.9880952380952381,0.9764705882352941,0.9822485207100592,85.0
DME,0.9775280898876404,0.9886363636363636,0.9830508474576272,88.0
NOR,1.0,1.0,1.0,87.0
accuracy,0.9884615384615385,0.9884615384615385,0.9884615384615385,0.9884615384615385
macro avg,0.9885411093276262,0.9883689839572192,0.9884331227225621,260.0
weighted avg,0.98850218133926,0.9884615384615385,0.9884599955254854,260.0
