epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec,train_peak_vram_gb
1,1.108783028145467,0.3165289256198347,1.0772567675663876,0.3730769230769231,0.3323539786284884,2e-05,4.996310472488403,3.639739990234375
2,1.0650425694205545,0.40826446280991735,1.030168236218966,0.47307692307692306,0.44249494315407684,3e-05,4.228498220443726,3.6407227516174316
3,1.0186463964872123,0.528099173553719,0.9693420465175923,0.6192307692307693,0.599254322355114,4e-05,4.200778007507324,3.6407227516174316
4,0.9820422330178505,0.6132231404958678,0.8971589363538301,0.7846153846153846,0.7790288633309227,5e-05,4.20754861831665,3.6407227516174316
5,0.9063791381426094,0.7462809917355372,0.8179544889009915,0.8692307692307693,0.8680392156862745,6e-05,4.209462881088257,3.6407227516174316
6,0.8301481704081386,0.8239669421487603,0.7321852326393128,0.8769230769230769,0.8759727618823345,7e-05,4.195365905761719,3.6407227516174316
7,0.7466256202745044,0.8785123966942149,0.6393351279772245,0.9230769230769231,0.9221653806700804,8e-05,4.203134298324585,3.6407227516174316
8,0.6828419835114282,0.8619834710743801,0.5559732102430783,0.9461538461538461,0.9459715621565333,9e-05,4.2027058601379395,3.6407227516174316
9,0.5886001271649826,0.9016528925619834,0.48820772079321056,0.95,0.9499038833586325,0.0001,4.196422100067139,3.6407227516174316
10,0.5287112254741764,0.8991735537190083,0.42528064984541675,0.9653846153846154,0.965499971784888,0.0001,4.202873468399048,3.6407227516174316
11,0.5017914739522067,0.9066115702479339,0.39854875619594865,0.9653846153846154,0.965499971784888,9.99695413509548e-05,4.2031426429748535,3.6407227516174316
12,0.4519974760772768,0.9454545454545454,0.3829063681455759,0.9730769230769231,0.973142735877695,9.987820251299122e-05,4.203945875167847,3.6407227516174316
13,0.40938325411032056,0.959504132231405,0.3663144914003519,0.9807692307692307,0.9807865009580223,9.972609476841367e-05,4.19750452041626,3.6407227516174316
14,0.4453547552104824,0.943801652892562,0.37237370289289035,0.9730769230769231,0.973142735877695,9.951340343707852e-05,4.209629058837891,3.6407227516174316
15,0.38794612145620927,0.9619834710743802,0.3561387850688054,0.9884615384615385,0.9885663957139651,9.924038765061042e-05,4.205795049667358,3.6407227516174316
16,0.41013110797267316,0.9545454545454546,0.35636881131392256,0.9846153846153847,0.9847785169260862,9.890738003669029e-05,4.204395771026611,3.6407227516174316
17,0.4485725451106867,0.9371900826446281,0.35921771342937764,0.9769230769230769,0.977052649399018,9.851478631379982e-05,4.210792779922485,3.6407227516174316
18,0.44665434045239916,0.9272727272727272,0.35443115417773907,0.9846153846153847,0.9847785169260862,9.806308479691595e-05,4.209202766418457,3.6407227516174316
19,0.432785917412151,0.9322314049586777,0.3523986688027015,0.9884615384615385,0.9885663957139651,9.755282581475769e-05,4.200010538101196,3.6407227516174316
20,0.3793236871888815,0.9710743801652892,0.3500355573800894,0.9884615384615385,0.9885663957139651,9.698463103929542e-05,4.198358058929443,3.6407227516174316
21,0.4133261236770094,0.9487603305785124,0.3443358558874864,0.9884615384615385,0.9885663957139651,9.635919272833938e-05,4.203939199447632,3.6407227516174316
22,0.35259250057630304,0.984297520661157,0.34272500276565554,0.9884615384615385,0.9885663957139651,9.567727288213005e-05,4.200113534927368,3.6407227516174316
23,0.3822755582569059,0.971900826446281,0.34102157812852124,0.9923076923076923,0.9924242424242425,9.493970231495835e-05,4.2078046798706055,3.6407227516174316
24,0.36545719317168246,0.9818181818181818,0.34196629615930413,0.9923076923076923,0.9923539117591461,9.414737964294636e-05,4.203803062438965,3.6407227516174316
25,0.3928154680354536,0.9603305785123967,0.33891066404489373,0.9923076923076923,0.9923539117591461,9.330127018922194e-05,4.195515155792236,3.6407227516174316
26,0.35210703522705833,0.9826446280991735,0.33736440722758954,0.9923076923076923,0.9924242424242425,9.24024048078213e-05,4.1996800899505615,3.6407227516174316
27,0.3944338648772437,0.952892561983471,0.3356490057248336,0.9923076923076923,0.9924242424242425,9.145187862775209e-05,4.199939966201782,3.6407227516174316
28,0.3872847961985375,0.9578512396694215,0.3530238362459036,0.9807692307692307,0.9808405281868969,9.045084971874738e-05,4.1954731941223145,3.6407227516174316
29,0.3557958956592339,0.9743801652892562,0.33508906364440916,0.9923076923076923,0.9924242424242425,8.94005376803361e-05,4.199081897735596,3.6407227516174316
30,0.3833198658690965,0.9694214876033058,0.33496944262431216,0.9961538461538462,0.9962119989238634,8.83022221559489e-05,4.203552961349487,3.6407227516174316
31,0.40180046006667713,0.952892561983471,0.3348464337679056,0.9923076923076923,0.9924242424242425,8.715724127386972e-05,4.1973371505737305,3.6407227516174316
32,0.3592363370351555,0.9834710743801653,0.33585188801472005,0.9923076923076923,0.9924242424242425,8.596699001693255e-05,4.20209527015686,3.6407227516174316
33,0.3890407513981023,0.9628099173553719,0.3331269548489497,0.9961538461538462,0.9962119989238634,8.473291852294987e-05,4.210137844085693,3.6407227516174316
34,0.37822467571447704,0.971900826446281,0.3348905985171978,0.9923076923076923,0.9924242424242425,8.345653031794292e-05,4.204535245895386,3.6407227516174316
35,0.37738802551238004,0.9793388429752066,0.3345823508042556,0.9961538461538462,0.9962119989238634,8.213938048432697e-05,4.201004505157471,3.6407227516174316
36,0.34477919463283757,0.990909090909091,0.33153134767825787,0.9961538461538462,0.9962119989238634,8.07830737662829e-05,4.200347185134888,3.6407227516174316
37,0.34964966133606334,0.9867768595041322,0.3357522496810326,0.9961538461538462,0.9962119989238634,7.938926261462366e-05,4.205389976501465,3.6407227516174316
