epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec,train_peak_vram_gb
1,1.1376871342360597,0.6866168282348766,0.8411719231559827,0.825379392971246,0.6276331641572025,2e-05,312.15490317344666,3.6385178565979004
2,0.8103215413718822,0.8506288959382418,0.6611230693305262,0.9028554313099042,0.830946684594019,3e-05,308.47006154060364,3.6427903175354004
3,0.6900848996345982,0.8966037401007121,0.6050678084071833,0.9298123003194888,0.8774757435077699,4e-05,306.41775918006897,3.6427903175354004
4,0.6411697196358572,0.9162581246256571,0.574334134689916,0.9434904153354633,0.901320156642646,5e-05,306.578654050827,3.6427903175354004
5,0.6147502694230116,0.9244881208544998,0.5565609731994117,0.9484824281150159,0.9103892971555452,6e-05,306.4111714363098,3.6427903175354004
6,0.5931357511605834,0.9325184675791388,0.5492734891918901,0.9498801916932907,0.914387880096606,7e-05,306.5066616535187,3.6427903175354004
7,0.5834955920946518,0.9355132101421948,0.5371339601068832,0.9542731629392971,0.9208176821212622,8e-05,306.4550836086273,3.6427903175354004
8,0.5730726585080052,0.939029259744005,0.5273221241780364,0.9577675718849841,0.926535130992079,9e-05,306.51637744903564,3.6427903175354004
9,0.5647666223242896,0.9421349186982853,0.5204344544166954,0.9606629392971247,0.9313196439941878,0.0001,306.45096015930176,3.6427903175354004
10,0.5582317062283068,0.9441203221012001,0.5150155682152453,0.9645567092651757,0.9377659274202971,0.0001,306.54497361183167,3.6427903175354004
11,0.553202842995179,0.9458173428869319,0.5120557120052008,0.9652555910543131,0.9385747594377855,9.99695413509548e-05,306.3461375236511,3.6427903175354004
12,0.5468575465411815,0.9473479890858271,0.5084827487080242,0.9672523961661342,0.9424640373738036,9.987820251299122e-05,306.53892612457275,3.6427903175354004
13,0.5430318136723897,0.9497105082189046,0.5064889920024446,0.9659544728434505,0.9389939042003743,9.972609476841367e-05,306.35219836235046,3.6427903175354004
14,0.5426773758534755,0.9488009938108654,0.5044264658190571,0.9664536741214057,0.9407651257788231,9.951340343707852e-05,306.48301577568054,3.6427903175354004
15,0.5399155688134036,0.9489784600368243,0.49982462009301964,0.9696485623003195,0.9461034460050542,9.924038765061042e-05,306.53405141830444,3.6427903175354004
16,0.5360083104808915,0.9507087557399232,0.49723889919134756,0.9720447284345048,0.9494744516477779,9.890738003669029e-05,306.50027871131897,3.6427903175354004
17,0.5344191777779926,0.9511191463874531,0.4982094983704174,0.9708466453674122,0.9483316125894975,9.851478631379982e-05,306.4876775741577,3.6427903175354004
18,0.5274696932935062,0.9542580802591006,0.4936956011068326,0.9725439297124601,0.9495590480785367,9.806308479691595e-05,306.2929117679596,3.6427903175354004
19,0.5306241511544915,0.9538809645289381,0.49662733535035347,0.97064696485623,0.9460077877299976,9.755282581475769e-05,306.5376191139221,3.6427903175354004
20,0.5283701270564182,0.9540140641984073,0.4922149112811104,0.9736421725239617,0.9516279843564539,9.698463103929542e-05,307.3034574985504,3.6427903175354004
21,0.5288219357536997,0.9540473391157746,0.4923969269179688,0.9739416932907349,0.9527211378990226,9.635919272833938e-05,305.89123606681824,3.6427903175354004
22,0.5248109770317266,0.9555336187581801,0.4998944352229182,0.9684504792332268,0.9443733733339854,9.567727288213005e-05,305.9510576725006,3.6427903175354004
23,0.5240786229023194,0.9556334435102819,0.4885728789594608,0.9745407348242812,0.9539583374467836,9.493970231495835e-05,305.9529552459717,3.6427903175354004
24,0.5250161754336347,0.9550677699150381,0.4883726880954096,0.9744408945686901,0.9533094481102489,9.414737964294636e-05,305.8968381881714,3.6427903175354004
25,0.5204733948887773,0.9572417311830342,0.493589449995242,0.9718450479233227,0.9496489369587018,9.330127018922194e-05,305.7858748435974,3.6427903175354004
26,0.5226313383548737,0.9565318662791987,0.4897601676825136,0.974341054313099,0.9537341793527389,9.24024048078213e-05,305.9371385574341,3.6427903175354004
27,0.5225336572934272,0.9556556267885268,0.4913101558106395,0.9731429712460063,0.9523999206859076,9.145187862775209e-05,305.9032964706421,3.6427903175354004
28,0.5148655491011275,0.9597262583464584,0.4892419730893339,0.9734424920127795,0.9513540322201839,9.045084971874738e-05,305.8534126281738,3.6427903175354004
29,0.5178780187623874,0.958373078373522,0.4907580833084667,0.9733426517571885,0.9521865195319468,8.94005376803361e-05,305.90106201171875,3.6427903175354004
30,0.5170016208987405,0.9587834690210519,0.48605302404671813,0.9756389776357828,0.9558796615604086,8.83022221559489e-05,308.46674823760986,3.6427903175354004
31,0.5162878039837645,0.9582399787040529,0.48583040374536485,0.9753394568690096,0.9552151593447724,8.715724127386972e-05,308.49577927589417,3.6427903175354004
32,0.519160467424987,0.9574857472437277,0.48893898477950415,0.9733426517571885,0.9515749394727298,8.596699001693255e-05,308.38925218582153,3.6427903175354004
33,0.5174254784435109,0.9588722021340313,0.48890068908088125,0.9736421725239617,0.9528631058836576,8.473291852294987e-05,308.4212324619293,3.6427903175354004
34,0.5141265821141161,0.95987044965505,0.48819663882636416,0.9750399361022364,0.9547883086969182,8.345653031794292e-05,308.45609188079834,3.6427903175354004
35,0.5180763166146835,0.957596663634952,0.48724210700287984,0.974241214057508,0.9536015049869723,8.213938048432697e-05,308.04447746276855,3.6427903175354004
36,0.513052619836507,0.9599369994897846,0.49224839366663,0.9719448881789138,0.9500689654687069,8.07830737662829e-05,305.96167039871216,3.6427903175354004
37,0.5155796355010533,0.9591827680294593,0.48956264893467816,0.9723442492012779,0.9505824956075639,7.938926261462366e-05,305.8561682701111,3.6427903175354004
38,0.513096825037079,0.9596597085117239,0.4876529869560997,0.9739416932907349,0.9532819290895647,7.795964517353735e-05,310.501038312912,3.6427903175354004
39,0.5125692941423777,0.9598926329332949,0.48598992139005814,0.9757388178913738,0.9559344207241937,7.649596321166024e-05,308.26618814468384,3.6427903175354004
40,0.5080265729251587,0.9626544510747799,0.4843221133509383,0.9772364217252396,0.9587513885834197,7.500000000000001e-05,307.91090273857117,3.6427903175354004
41,0.5133030152754023,0.9597040750682135,0.48551411445910175,0.9760383386581469,0.9568170027421505,7.347357813929454e-05,306.677773475647,3.6427903175354004
42,0.506932577401358,0.9625657179618003,0.4902505806078926,0.9728434504792333,0.9513866070069812,7.191855733945387e-05,306.6614553928375,3.6427903175354004
43,0.510682779422693,0.9607355975065995,0.48386552349066203,0.9771365814696485,0.957752759861262,7.033683215379001e-05,306.5974016189575,3.6427903175354004
44,0.509156829937319,0.9619334945318219,0.4867843743711234,0.9746405750798722,0.954525070554413,6.87303296707956e-05,309.2915644645691,3.6427903175354004
45,0.5094836882921465,0.9616118369972715,0.4852708496224766,0.9748402555910544,0.9545709229079735,6.710100716628344e-05,308.8110854625702,3.6427903175354004
46,0.5053168426664533,0.9638412564608798,0.48426399634669004,0.9766373801916933,0.9582345816231937,6.545084971874738e-05,310.4090805053711,3.6427903175354004
47,0.5077092826502614,0.9621553273142704,0.4835905687877545,0.9769369009584664,0.9579969237783501,6.378186779084995e-05,310.42877984046936,3.6427903175354004
48,0.5076208853827926,0.9627653674660042,0.4825295440305155,0.9774361022364217,0.9591299847997898,6.209609477998339e-05,310.65367364883423,3.6427903175354004
49,0.5066392326984889,0.9626766343530246,0.4849193092352285,0.9765375399361023,0.9578249426761958,6.039558454088797e-05,310.927921295166,3.6427903175354004
50,0.503710954351379,0.9638634397391247,0.48415319835796905,0.976138178913738,0.9568851083690402,5.868240888334653e-05,312.27192878723145,3.6427903175354004
51,0.5080617271771477,0.9621442356751481,0.4820288501608486,0.9777356230031949,0.959346328174734,5.6958655048003286e-05,313.66676664352417,3.6427903175354004
52,0.5059539915670236,0.9633088577830031,0.48701405125304154,0.9740415335463258,0.9533789840220019,5.522642316338268e-05,311.601774930954,3.6427903175354004
53,0.502791721288926,0.9640076310477163,0.48161226644302707,0.9777356230031949,0.9596643406208233,5.3487823687206276e-05,312.77010560035706,3.6427903175354004
54,0.5023602757379556,0.9643071053040219,0.4824294006100859,0.9772364217252396,0.9585915575046657,5.174497483512506e-05,308.94590878486633,3.6427903175354004
55,0.5040983810550469,0.9636970651522883,0.48176474197984887,0.9776357827476039,0.9594293325309725,5e-05,311.09297251701355,3.6427903175354004
56,0.5044321372257833,0.9642627387475321,0.48195405851918666,0.9774361022364217,0.9589849875960699,4.825502516487497e-05,315.004474401474,3.6427903175354004
57,0.5024396253723242,0.9642960136648994,0.4840034604453431,0.9776357827476039,0.9596335964154383,4.6512176312793736e-05,314.52163219451904,3.6427903175354004
58,0.5046442664305049,0.9631868497526564,0.48352667165640445,0.9765375399361023,0.9572898720948365,4.477357683661734e-05,312.17213201522827,3.6427903175354004
59,0.5049404894034445,0.9636637902349209,0.48276400547058057,0.9773362619808307,0.9591054577486142,4.304134495199673e-05,315.77780199050903,3.6427903175354004
60,0.5031693859453535,0.964107455799818,0.4810928437656488,0.9781349840255591,0.9598835628236544,4.131759111665349e-05,312.63175678253174,3.6427903175354004
61,0.4997654236535293,0.9658821180594068,0.48106359864195314,0.9775359424920128,0.9592849123293447,3.960441545911204e-05,312.6814136505127,3.6427903175354004
62,0.500964786518794,0.96498369529049,0.4813699661352383,0.9783346645367412,0.9605399493589222,3.790390522001661e-05,316.4093654155731,3.6427903175354004
63,0.5012215682663409,0.9645622130038377,0.48436896907635774,0.9759384984025559,0.9568907355749788,3.6218132209150045e-05,309.5333640575409,3.6427903175354004
64,0.5017528639231048,0.9648395039818984,0.4798719018412093,0.9788338658146964,0.9613611528080723,3.4549150281252636e-05,310.4009368419647,3.6427903175354004
65,0.49921750980688734,0.9657822933073049,0.48132862831456974,0.9783346645367412,0.9608851168704982,3.289899283371657e-05,309.59872913360596,3.6427903175354004
66,0.5010530778554321,0.9652831695467956,0.4807828788559277,0.9781349840255591,0.9606456010330164,3.12696703292044e-05,309.56719064712524,3.6427903175354004
67,0.5024822716276194,0.9644180216952462,0.4805199858098746,0.9791333865814696,0.9622409485839005,2.9663167846209994e-05,313.9072198867798,3.6427903175354004
68,0.5015250289394406,0.9646398544776947,0.48128526184124687,0.9791333865814696,0.9622410763385162,2.8081442660546125e-05,311.8715636730194,3.6427903175354004
69,0.5007019232053739,0.9656491936378357,0.4795739563128438,0.9794329073482428,0.9626368121140498,2.6526421860705473e-05,308.82107520103455,3.6427903175354004
70,0.5010339810668466,0.9653497193815302,0.47965732949991197,0.9789337060702875,0.9612105537671197,2.500000000000001e-05,310.02503299713135,3.6427903175354004
71,0.4991845555604992,0.9656491936378357,0.47935951632051804,0.9792332268370607,0.9622785632872222,2.350403678833976e-05,310.2868185043335,3.6427903175354004
72,0.4985642617008865,0.9667250826327115,0.48050505208512084,0.9787340255591054,0.961412223016598,2.2040354826462668e-05,308.75700998306274,3.6427903175354004
73,0.4992815180368423,0.9653829942988975,0.4812888337400394,0.9771365814696485,0.9589114833544454,2.061073738537635e-05,311.28310322761536,3.6427903175354004
74,0.5026296075073103,0.9647729541471639,0.4810083637984035,0.9778354632587859,0.9598445357485864,1.9216926233717085e-05,316.5815575122833,3.6427903175354004
75,0.5012809546280622,0.9649171454557555,0.4814227808016939,0.9784345047923323,0.9609528462967961,1.7860619515673033e-05,318.21604228019714,3.6427903175354004
76,0.49492240309617425,0.9675014973712815,0.4803747359556131,0.9785343450479234,0.9611865377598261,1.654346968205709e-05,307.00453901290894,3.6427903175354004
77,0.4965784199144633,0.966713990993589,0.48124212902574875,0.977935303514377,0.9601769924578428,1.5267081477050148e-05,308.2741012573242,3.6427903175354004
78,0.5003483747205775,0.9652831695467956,0.4797917501614117,0.9788338658146964,0.9615791638745411,1.4033009983067435e-05,306.9317717552185,3.6427903175354004
79,0.49801180073213164,0.9663923334590385,0.48043350994396516,0.9777356230031949,0.9596935253280834,1.2842758726130294e-05,307.15595865249634,3.6427903175354004
80,0.4967507971573612,0.966636349519732,0.4799160968762236,0.9789337060702875,0.961700406072524,1.1697777844051105e-05,312.957186460495,3.6427903175354004
81,0.49584708844984154,0.9669580070542825,0.48053208022071914,0.9786341853035144,0.9611107404058292,1.0599462319663905e-05,313.97452330589294,3.6427903175354004
