,precision,recall,f1-score,support
AMD,1.0,0.9908256880733946,0.9953917050691244,109.0
DME,1.0,1.0,1.0,165.0
NORMAL,0.9952830188679245,1.0,0.9976359338061466,211.0
accuracy,0.9979381443298969,0.9979381443298969,0.9979381443298969,0.9979381443298969
macro avg,0.9984276729559749,0.9969418960244649,0.9976758796250903,485.0
weighted avg,0.99794787006419,0.9979381443298969,0.9979358306920236,485.0
