,precision,recall,f1-score,support
CNV,0.8842832469775475,0.9411764705882353,0.9118432769367765,544.0
DRUSEN,0.8674911660777385,0.7147016011644832,0.7837190742218675,687.0
NORMAL,0.8962264150943396,0.9558823529411765,0.9250936329588015,1292.0
accuracy,0.8870392390011891,0.8870392390011891,0.8870392390011891,0.8870392390011891
macro avg,0.8826669427165418,0.8705868082312983,0.8735519947058151,2523.0
weighted avg,0.885826811634197,0.8870392390011891,0.883741070323742,2523.0
