,precision,recall,f1-score,support
AMD,0.9642857142857143,0.9529411764705882,0.9585798816568047,85.0
DME,0.9545454545454546,0.9545454545454546,0.9545454545454546,88.0
NOR,0.9886363636363636,1.0,0.9942857142857143,87.0
accuracy,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692
macro avg,0.9691558441558442,0.9691622103386809,0.9691370168293245,260.0
weighted avg,0.9691371128871129,0.9692307692307692,0.9691621041680214,260.0
