,precision,recall,f1-score,support
CNV,0.8344155844155844,0.9448529411764706,0.8862068965517241,544.0
DRUSEN,0.75642965204236,0.727802037845706,0.7418397626112759,687.0
NORMAL,0.9221508828250401,0.8893188854489165,0.9054373522458629,1292.0
accuracy,0.8573127229488704,0.8573127229488704,0.8573127229488704,0.8573127229488704
macro avg,0.8376653730943282,0.853991288157031,0.8444946704696209,2523.0
weighted avg,0.8581086759750817,0.8573127229488704,0.8567441647799205,2523.0
