,precision,recall,f1-score,support
CNV,0.9521072796934866,0.9136029411764706,0.9324577861163227,544.0
DRUSEN,0.8234349919743178,0.7467248908296943,0.783206106870229,687.0
NORMAL,0.8824383164005806,0.9411764705882353,0.9108614232209737,1292.0
accuracy,0.882282996432818,0.882282996432818,0.882282996432818,0.882282996432818
macro avg,0.8859935293561283,0.8671681008648001,0.8755084387358417,2523.0
weighted avg,0.881393779004821,0.882282996432818,0.8807580617790824,2523.0
