,precision,recall,f1-score,support
AMD,1.0,1.0,1.0,85.0
DME,1.0,0.9886363636363636,0.9942857142857143,88.0
NOR,0.9886363636363636,1.0,0.9942857142857143,87.0
accuracy,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462
macro avg,0.9962121212121212,0.9962121212121212,0.9961904761904762,260.0
weighted avg,0.9961975524475524,0.9961538461538462,0.9961538461538462,260.0
