,precision,recall,f1-score,support
CNV,0.47674418604651164,0.984,0.6422976501305483,250.0
DME,1.0,0.3,0.46153846153846156,250.0
DRUSEN,0.9782608695652174,0.18,0.30405405405405406,250.0
NORMAL,0.6804407713498623,0.988,0.8058727569331158,250.0
accuracy,0.613,0.613,0.613,0.613
macro avg,0.7838614567403978,0.613,0.5534407306640449,1000.0
weighted avg,0.7838614567403978,0.613,0.553440730664045,1000.0
