,precision,recall,f1-score,support
AMD,0.9545454545454546,0.9882352941176471,0.9710982658959537,85.0
DME,0.9882352941176471,0.9545454545454546,0.9710982658959537,88.0
NOR,1.0,1.0,1.0,87.0
accuracy,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307
macro avg,0.9809269162210339,0.9809269162210339,0.9807321772639691,260.0
weighted avg,0.9811579596873715,0.9807692307692307,0.9807692307692307,260.0
