,precision,recall,f1-score,support
CNV,0.8012820512820513,1.0,0.8896797153024911,250.0
DME,1.0,0.992,0.9959839357429718,250.0
DRUSEN,0.9941520467836257,0.68,0.8076009501187649,250.0
NORMAL,0.9256505576208178,0.996,0.9595375722543352,250.0
accuracy,0.917,0.917,0.917,0.917
macro avg,0.9302711639216237,0.917,0.9132005433546407,1000.0
weighted avg,0.9302711639216237,0.917,0.9132005433546407,1000.0
