,precision,recall,f1-score,support
AMD,1.0,0.9882352941176471,0.9940828402366864,85.0
DME,0.9887640449438202,1.0,0.9943502824858758,88.0
NOR,1.0,1.0,1.0,87.0
accuracy,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462
macro avg,0.99625468164794,0.996078431372549,0.996144374240854,260.0
weighted avg,0.9961970613656007,0.9961538461538462,0.9961533318418284,260.0
