,precision,recall,f1-score,support
AMD,1.0,0.9908256880733946,0.9953917050691244,109.0
DME,1.0,0.9939393939393939,0.9969604863221885,165.0
NORMAL,0.9906103286384976,1.0,0.9952830188679245,211.0
accuracy,0.9958762886597938,0.9958762886597938,0.9958762886597938,0.9958762886597938
macro avg,0.9968701095461658,0.9949216940042628,0.9958784034197459,485.0
weighted avg,0.995915008954068,0.9958762886597938,0.995878130055315,485.0
