,precision,recall,f1-score,support
CNV,0.9133574007220217,0.9301470588235294,0.9216757741347905,544.0
DRUSEN,0.8770053475935828,0.7161572052401747,0.7884615384615384,687.0
NORMAL,0.8863636363636364,0.9659442724458205,0.9244444444444444,1292.0
accuracy,0.890210067380103,0.890210067380103,0.890210067380103,0.890210067380103
macro avg,0.8922421282264136,0.8707495121698415,0.878193919013591,2523.0
weighted avg,0.8896357185776415,0.890210067380103,0.8868200238900614,2523.0
