,precision,recall,f1-score,support
AMD,0.9905660377358491,0.963302752293578,0.9767441860465116,109.0
DME,0.968944099378882,0.9454545454545454,0.9570552147239264,165.0
NORMAL,0.9541284403669725,0.985781990521327,0.9696969696969697,211.0
accuracy,0.9670103092783505,0.9670103092783505,0.9670103092783505,0.9670103092783505
macro avg,0.9712128591605679,0.9648464294231501,0.9678321234891358,485.0
weighted avg,0.9673578874807306,0.9670103092783505,0.9669799738444912,485.0
