,precision,recall,f1-score,support
CNV,0.7854889589905363,0.996,0.8783068783068783,250.0
DME,0.9917355371900827,0.96,0.975609756097561,250.0
DRUSEN,1.0,0.724,0.839907192575406,250.0
NORMAL,0.9615384615384616,1.0,0.9803921568627451,250.0
accuracy,0.92,0.92,0.92,0.92
macro avg,0.9346907394297701,0.9199999999999999,0.9185539959606476,1000.0
weighted avg,0.9346907394297701,0.92,0.9185539959606476,1000.0
