epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec,train_peak_vram_gb
1,0.7042397267964583,0.8802990305907407,0.5454094244268375,0.948382587859425,0.9091786802962971,0.0001,131.21496653556824,1.7478580474853516
2,0.5928481753884394,0.9266288072051287,0.5267109362462077,0.9563698083067093,0.9250792345529126,0.00015,128.88148641586304,1.7459964752197266
3,0.5766837296483468,0.9323520929923024,0.5151371239854124,0.9630591054313099,0.9354997625685357,0.0002,129.7346248626709,1.7459964752197266
4,0.5676583032350568,0.9374098804321302,0.510102639373499,0.9623602236421726,0.9335138871111252,0.00025,128.12026119232178,1.7459964752197266
5,0.5660952626078783,0.938075378779476,0.518967215055094,0.9580670926517572,0.9281179222969812,0.0003,127.95883512496948,1.7459964752197266
6,0.5557816920291246,0.9422125601721423,0.510086682467415,0.9630591054313099,0.9346868067209706,0.00035,128.10976648330688,1.7459964752197266
7,0.5565354408708566,0.9421238270591628,0.5017016596687488,0.9680511182108626,0.9436539567631718,0.0004,127.98114323616028,1.7459964752197266
8,0.5579980391121558,0.9410479380642871,0.53058923376254,0.953973642172524,0.9215419763992376,0.00045000000000000004,127.9061439037323,1.7459964752197266
9,0.5552770997768217,0.942412209676346,0.521087330941575,0.9596645367412141,0.9306016548457251,0.0005,127.39580869674683,1.7459964752197266
10,0.55629636586121,0.9425120344284479,0.5170721859215929,0.9582667731629393,0.9283385581690529,0.0005,127.50122952461243,1.7459964752197266
11,0.5497793245395943,0.9451407529004636,0.523572453104269,0.9589656549520766,0.9289515770128149,0.0004998477067547739,127.80134987831116,1.7459964752197266
12,0.5464543655302169,0.9459615341955234,0.5108013040722369,0.9641573482428115,0.9375005731305012,0.0004993910125649561,127.80209636688232,1.7459964752197266
13,0.5469432866511983,0.945484593713259,0.4975537962426012,0.9701477635782748,0.9471407047810008,0.0004986304738420684,127.373281955719,1.7459964752197266
14,0.5427330014270857,0.9473590807249496,0.4949648867780789,0.9711461661341853,0.9487524440554953,0.0004975670171853926,127.11095023155212,1.7459964752197266
15,0.5413087536537166,0.9480245790722953,0.49778548711405013,0.9684504792332268,0.9434594686101959,0.000496201938253052,126.96115303039551,1.7459964752197266
16,0.5376505417275226,0.9490339182324364,0.5087358088919911,0.9624600638977636,0.9346908541658278,0.0004945369001834514,126.81648015975952,1.7459964752197266
17,0.5353730926615959,0.9505312895139644,0.494741303852191,0.9721445686900958,0.950520550259485,0.0004925739315689991,126.52519631385803,1.7459964752197266
18,0.5352352182328689,0.9514297122828812,0.4963735020198761,0.9714456869009584,0.9495542187510815,0.0004903154239845797,126.76222634315491,1.7459964752197266
19,0.5314818574641839,0.9520841189911045,0.4955765686857815,0.9708466453674122,0.9487672196492672,0.0004877641290737884,126.71569275856018,1.7459964752197266
20,0.5323348628133638,0.9508640386876372,0.4950036863549449,0.9716453674121406,0.9496585341931963,0.0004849231551964771,126.65754795074463,1.7459964752197266
21,0.5286780581049817,0.9534705738814082,0.4920780314043307,0.9726437699680511,0.9515207595356405,0.00048179596364169685,126.64687037467957,1.7459964752197266
22,0.5329717615024175,0.9513964373655138,0.48807208454266143,0.9762380191693291,0.9568902098759069,0.0004783863644106502,126.63915801048279,1.7459964752197266
23,0.5256253533244977,0.9546351959892633,0.48804970347462373,0.9747404153354633,0.9542928408258965,0.00047469851157479177,126.65701985359192,1.7459964752197266
24,0.5289177357741914,0.9533152909336942,0.49438870334015866,0.9708466453674122,0.9483870006123557,0.00047073689821473173,126.78753185272217,1.7459964752197266
25,0.5270082483330446,0.9543024468155904,0.5315568296673199,0.952176517571885,0.9201579726785462,0.00046650635094610973,126.81644868850708,1.7459964752197266
26,0.5240429141588147,0.9553339692539764,0.49697221525180074,0.9716453674121406,0.9495650607381909,0.00046201202403910646,126.73921966552734,1.7459964752197266
27,0.5250864303504202,0.9548126622152222,0.5104716159284305,0.9629592651757188,0.9363261031061276,0.00045725939313876043,126.83529901504517,1.7459964752197266
28,0.5257494984932067,0.9543579050112025,0.4898723601914062,0.9755391373801917,0.9566072971082368,0.0004522542485937369,126.88365864753723,1.7459964752197266
29,0.520588209944595,0.9569311652876062,0.4897995029394619,0.9735423322683706,0.9522475348129061,0.0004470026884016805,126.88987612724304,1.7459964752197266
30,0.5209663060011919,0.9563211251358725,0.4871708038515938,0.9750399361022364,0.9558476905884727,0.0004415111107797445,126.86494469642639,1.7459964752197266
31,0.5200234302510999,0.956332216774995,0.4869080290626794,0.9753394568690096,0.9554527044599384,0.00043578620636934855,126.88049721717834,1.7459964752197266
32,0.5157431129946038,0.9585394529603585,0.49769413299834764,0.9720447284345048,0.9509135079282035,0.0004298349500846628,126.90480208396912,1.7459964752197266
33,0.5203976931455393,0.9565984161139334,0.48523944406844555,0.9754392971246006,0.9553655899009994,0.00042366459261474935,126.85647416114807,1.7459964752197266
34,0.5170220311282122,0.9578517713347678,0.49050085384624836,0.9737420127795527,0.9530526187061011,0.0004172826515897146,126.90877747535706,1.7459964752197266
35,0.5142777522950628,0.9595487921204996,0.4882917230883345,0.9762380191693291,0.9582419413518231,0.0004106969024216348,126.7830638885498,1.7459964752197266
36,0.5122822827057253,0.9601366489939883,0.4867005839515418,0.9757388178913738,0.9563509457166126,0.00040391536883141455,126.55141973495483,1.7459964752197266
37,0.5169432213588907,0.957829588056523,0.48545580435865604,0.978035143769968,0.9605980749379825,0.0003969463130731183,126.10212326049805,1.7459964752197266
