epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,epoch_time_sec,train_peak_vram_gb
1,1.315262954820025,0.6145673603504929,0.802790776316598,0.8567848191908343,0.8550877763697482,0.0001,26.43043804168701,1.7471675872802734
2,0.813464034791844,0.8474260679079956,0.6470030076052183,0.9258861439312567,0.9254527417011802,0.00015,26.087777614593506,1.7488632202148438
3,0.7214369926369073,0.8894304490690033,0.6344051573637605,0.9351951306838525,0.9351940649241259,0.0002,26.012146949768066,1.7480244636535645
4,0.6847584647521262,0.903395399780942,0.586097085813105,0.9523809523809523,0.952263544675464,0.00025,25.939306497573853,1.7480244636535645
5,0.6788697239080891,0.9044906900328588,0.6010749489869263,0.941281775868242,0.9414053034525216,0.0003,25.897897720336914,1.7480244636535645
6,0.650952429421499,0.9185104052573932,0.5730911004812198,0.9538131041890441,0.95366476835809,0.00035,25.95128870010376,1.7480244636535645
7,0.6387493877134083,0.9228368017524644,0.5734757305130581,0.9520229144289295,0.9519044661917389,0.0004,26.15958023071289,1.7480244636535645
8,0.6423425128530438,0.9209748083242059,0.5689202422870345,0.9570354457572503,0.9568550426677136,0.00045000000000000004,25.936376333236694,1.7480244636535645
9,0.6356829302726152,0.9250821467688938,0.574682227608298,0.9541711421410669,0.9542376259211923,0.0005,25.884963274002075,1.7480244636535645
10,0.6395012434053786,0.9214129244249726,0.5682989731511036,0.9570354457572503,0.9569047049314053,0.0005,26.18215012550354,1.7480244636535645
11,0.6344925132011924,0.9240963855421687,0.5813714575263876,0.9513068385248836,0.9515731792158997,0.0004998477067547739,25.942161560058594,1.7480244636535645
12,0.6285113485854401,0.9284227820372398,0.5610286747730636,0.9591836734693877,0.9590268125153348,0.0004993910125649561,25.969427824020386,1.7480244636535645
13,0.6092398762572373,0.9349945235487405,0.562684944292315,0.9563193698532044,0.9561209832562662,0.0004986304738420684,25.92592716217041,1.7480244636535645
